Header Level,Header Text,Content
h3,Seminars,
h3,Workshops / FDP's,
h3,Training programs,
h3,Vidwan ID/Profile URL,
h3,Scopus ID/Google Scholar ID,
h3,Publications In Refereed Journals,
h3,Publications In Conferences,
h3,Patents Copyrights,
h3,UG / PG Projects,
h3,Research Publication,
h3,Research Project,"Resonant Inverters, Switched capacitors and Multiport Converter"
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Prof. Doddabasappa NAssistant Professor,School of Electrical and Electronics Engineering
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Specialization,
h3,Areas Of Interest,"Electric Drives , Power Electronics , control system, AI, Renewable energy systems, High Voltage engineering"
h3,Programs Organised,
h3,Qualification,"BE, M Tech, PhD"
h3,Teaching Experience,7 years
h3,Linkedin,
h3,Conferences FDP's,
h3,Vidwan ID/Profile URL,
h3,Scopus ID/Google Scholar ID,
h3,Publications In Refereed Journals,
h3,Publications In Conferences,
h3,Patents Copyrights,
h3,UG / PG Projects,
h3,Research Publication,
h3,Research Project,"Micro-PMUs, Renewable Energy Systems,"
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,BOOKS,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,School of Electrical and Electronics Engineering,Books/Book Chapters from inception of school (year wise)
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Dr. Ananda M HAssistant Professor,School of Electrical and Electronics Engineering
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Specialization,
h3,Areas Of Interest,"FACTS, HVDC, FOCS"
h3,Programs Organised,
h3,Qualification,"BE, M Tech,(Ph D-VTU)"
h3,Teaching Experience,14 years
h3,Linkedin,
h3,Conferences FDP's,
h3,Workshops / FDP's,
h3,Vidwan ID/Profile URL,
h3,Scopus ID/Google Scholar ID,
h3,PhDs Guided/PhDs Guiding,
h3,Publications In Refereed Journals,
h3,Publications In Conferences,
h3,Patents Copyrights,
h3,Books Published,
h3,UG / PG Projects,
h3,Research Publication,
h3,Research Project,Application of FACTS controllers
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,RESEARCH LABS,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,School of Electrical and Electronics Engineering,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Search Faculty Profile,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Dr. K Jyotheeswara ReddyAssociate Professor,School of Electrical and Electronics Engineering
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Specialization,
h3,Areas Of Interest,"Power Electronics, Renewable Energy Sources, Electric Vehicles"
h3,Programs Organised,
h3,Qualification,Ph.D.
h3,Teaching Experience,7 years
h3,Awards & Recognition,
h3,Linkedin,
h3,Workshops,
h3,Conferences FDP's,
h3,Seminars,
h3,Workshops / FDP's,
h3,Training programs,
h3,Vidwan ID/Profile URL,
h3,Scopus ID/Google Scholar ID,
h3,PhDs Guided/PhDs Guiding,
h3,Publications In Refereed Journals,
h3,Publications In Conferences,
h3,Patents Copyrights,
h3,UG / PG Projects,
h3,Research Project,"Power Electronics, Renewable Energy Sources"
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,CLASSROOMS,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,School of Electrical and Electronics Engineering,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,CLUBS,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,School of Electrical and Electronics Engineering,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Dr. Gopinath AAssociate Professor,School of Electrical and Electronics Engineering
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Specialization,
h3,Areas Of Interest,"Hybid Electric Vehicles, Control Systems."
h3,Programs Organised,
h3,Qualification,"M.E , PhD"
h3,Teaching Experience,20 years
h3,Awards & Recognition,
h3,Linkedin,
h3,Workshops,
h3,Conferences FDP's,
h3,Workshops / FDP's,
h3,Vidwan ID/Profile URL,
h3,Scopus ID/Google Scholar ID,
h3,Funded Project (amount sanctioned),
h3,PhDs Guided/PhDs Guiding,
h3,Publications In Refereed Journals,
h3,Publications In Conferences,
h3,Patents Copyrights,
h3,UG / PG Projects,
h3,Research Publication,
h3,Research Project,Hybrid Electric Vehicles
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Prof. Arpita BanikAssistant Professor,School of Electrical and Electronics Engineering
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Programs Organised,
h3,Qualification,"BE, M Tech (PhD - NIT)"
h3,Teaching Experience,11 Years
h3,Linkedin,
h3,Scopus ID/Google Scholar ID,
h3,Publications In Refereed Journals,
h3,UG / PG Projects,
h3,Research Publication,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Dr. Bansilal BairwaAssistant Professor,School of Electrical and Electronics Engineering
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Specialization,"Electric Vehicles, Machine Learning"
h3,Areas Of Interest,"Artificial Intelligence, Machine Learning, Battery Modeling, Electric Vehicles, Energy storage"
h3,Programs Organised,"SDP on Solar, Battery Management and MEMS Technology for the 7th Semester (A, B, and C Section)” from 8th November 2022 to 11th November2021, Coordinator: Dr Bansilal Bairwa and Prof. Ashwini Kumari PSDP on Cyber Security and Python for the 5th Semester (A, B, and C Section)” from 23rd November2022 to 26th November2021, Coordinator: Dr Bansilal Bairwa and Prof. Ashwini Kumari PSDP on Machine Learning Using Python Programming for the 2nd Semester (A, B, and C Section)” from 05th July 2022 to 08th July 2022, Coordinator: Dr Bansilal Bairwa and Prof. Ashwini Kumari PSDP on Power Electronics Converter for Industrial Application for the 6th Semester (A, B, and C Section)” from 18th April 2022 to 21st April 2022, Coordinator: Dr Bansilal Bairwa and Prof. Ashwini Kumari PICRTEEC-Editor, 2nd International Conference on Recent Trends in Electrical, Electronics and Computer Engineering for Environmental and Sustainable Development 22-23rd July, 2021https://www1.reva.edu.in/icrteec-2021/ICORE- Editorial Committee Member, iCORE-2021, International Congress on Renewable Energy Sponsored by Solar Energy Society of INDIA (SESI) 27 -28th November – 2021https://www1.reva.edu.in/icore-2021/IEEE TEECCON -Local Organizing Committee Member, Trends in Electrical, Electronics, and Computer Engineering Conference, 26-27th May 2022 - School of Electrical and Electronics Engineering, REVA UNIVERSITY, Bangalorehttps://www1.reva.edu.in/teeccon-2021/"
h3,Qualification,"B Tech, M Tech, Ph D"
h3,Teaching Experience,4 Years
h3,Awards & Recognition,
h3,Linkedin,
h3,Conferences FDP's,
h3,Seminars,
h3,Workshops / FDP's,
h3,Training programs,
h3,Vidwan ID/Profile URL,
h3,Scopus ID/Google Scholar ID,
h3,Funded Project (amount sanctioned),
h3,PhDs Guided/PhDs Guiding,01 On-going
h3,Publications In Refereed Journals,
h3,Publications In Conferences,
h3,Patents Copyrights,10
h3,UG / PG Projects,PG Projects Guided: 03 UG Projects Guided: 09
h3,Research Publication,
h3,Participation in Seminars/Conferences/Symposium,8
h3,Research Project,"2022: Dr. Bansilal Bairwa, “Adaptable Skating Electric Vehicle for Physically Challenged” - Vide Order No. KSCST/45SBE0782, Dated 25.04.2022- As PI, On Going2023: Dr. Bansilal Bairwa, “Development of Low Cost Modified Hybrid Bike for Rural Area” - Vide Order No. KSCST/46SMTech002, dated 30.04.2023 - As PI, On Going2024: Dr. Bansilal Bairwa, “Thermal Management System for Electric Vehicle Battery Bank: Improving Performance and Safety” - Vide Order No. 47S-BE-0012, Dated 17.04.2022- - As PI, On Going2024: Dr. Bansilal Bairwa, “Unmanned Smart Fire Fighting System for Forest and Wildlife Protection” - Vide Order No. KSCST/47SBE2533, dated 17.04.2024- As Co-PI, On Going."
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Dr. Nagesh B KAssociate Professor,School of Electrical and Electronics Engineering
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Specialization,
h3,Areas Of Interest,"Battery Management System, EV"
h3,Programs Organised,
h3,Qualification,"BE,ME, (Ph D-VTU)"
h3,Teaching Experience,24 years
h3,Awards & Recognition,
h3,Linkedin,
h3,Workshops,
h3,Conferences FDP's,
h3,Workshops / FDP's,
h3,Vidwan ID/Profile URL,
h3,Scopus ID/Google Scholar ID,
h3,PhDs Guided/PhDs Guiding,
h3,Publications In Refereed Journals,
h3,Patents Copyrights,
h3,UG / PG Projects,
h3,Research Project,Battery Management systems for EV
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Dr. Adithya BallajiAssistant Professor,School of Electrical and Electronics Engineering
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Programs Organised,
h3,Qualification,"BE, M Tech, ( PhD RU)"
h3,Linkedin,
h3,Vidwan ID/Profile URL,
h3,Scopus ID/Google Scholar ID,
h3,Funded Project (amount sanctioned),
h3,Publications In Refereed Journals,
h3,Patents Copyrights,
h3,Books Published,
h3,UG / PG Projects,
h3,Research Publication,
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Prof. Sudhakar Rao PAssociate Professor,School of Electrical and Electronics Engineering
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,Programs Organised,
h3,Qualification,"BE, M Tech, PhD. RU-2015"
h3,Teaching Experience,28 Years
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,RESEARCH GRANTS,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,School of Electrical and Electronics Engineering,Research Grants from inception of school (year wise)
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h2,Browse by Faculty,
h2,Admission Helplines,
h2,ABOUT SCHOOL,
h2,Director's Message,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
h2,Anti Ragging,
h2,Why REVA,
h2,Careers,
h2,Happenings,
h2,Contact,
h2,Alumni,
h2,Library E-Resources,
h2,Login,
h2,Other,
h2,Notifications,
h3,School Of Electrical And Electronics Engineering,The School of Electrical & Electronics Engineering is driven by two entities – Passion and Innovation. Here at the School of EEE we aim and strive to foster potent and competent Electrical Engineers who are not only capable of addressing real life problems in the field of electrical engineering but who are also willing to learn and upgrade themselves with emerging technologies.
h3,Follow Us,
h3,Follow Us,
h3,05 /,
h3,25 /,
h3,24 /,
h3,09 /,
h3,04 /,
h3,03 /,
h3,27 /,
h3,26 /,
h3,27 /,
h3,26 /,
h4,Better Tomorrow Begins Today,"At the School of EEE, young intellects are trained thoroughly in the domains of Electric Machines, Power and Energy Systems, Smart grid, SCADA, Power Electronics, Power quality, Control Engineering and other allied fields. The school offers three exciting and well structured Undergraduate and Post Graduate programmes – B.Tech. in Electrical & Electronics Engineering, M.Tech. in Advanced Power Electronics and M.Tech. in Power & Energy Systems."
h4,Vision,"The School of Electrical and Electronics Engineering aspires to provide higher education with global standards and inculcate social responsibility, leadership qualities with ethics and morals and to transform students to become global citizens with innovative problem-solving skills and scientific temperament."
h4,Our Mission,
h4,Advisory Board :,
h4,Dr. Raghu C N,"Director Incharge, School of Electronics and Electrical Engineering"
h4,School of Electrical & Electronics Engineering Director's Message,"It is a matter of great honour and privilege for me to be the Director of School of Electrical and Electronics Engineering, REVA University. With a far-sighted vision to enrich the students and to serve as one of the potential Schools of the nation, School of EEE offers B.Tech. programme and M.Tech. programmes in Advanced Power Electronics and Power & Energy Systems under the REVA University. The curriculum, course structure and syllabus of these programmes are designed keeping in mind the needs of aspiring engineers in industries as well as to become an entrepreneur. These programmes are in line with the University Vision and Mission, in continuously achieving scientific excellence through teaching, research and knowledge transfer. We have highly skilled, well disciplined and professional faculty members in various fields such as Power Electronics, Machine Drives, Power Systems, Energy Systems, High Voltage Technology, Automation, Control Engineering, VLSI and Embedded Systems. It is essential for engineers living up to the expectations of this rapidly changing world to adapt and innovate. The Faculty at School of EEE intends to mould students into skilled professionals and innovators with greater problem solving capacity and become better human beings. School of EEE emphasizes on both curricular and extracurricular activities providing students an edge over others to be a leader in their respective field through the platforms such as “ELITE Forum” and “Bizee Bee Project Club”. It is my sincere wish that School of EEE will be a place that ignites your passion in engineering. I along with my dedicated faculty members assure that School of EEE in REVA University will be a place where you create, make things happen, immerse in thought provoking activities and more importantly, discover the fun of engineering."
h4,REVA University,"Rukmini Knowledge Park, Kattigenahalli, Yelahanka, Bangalore, Karnataka, India, 560 064 © RECT All Rights ReservedWebsite Design and Developmentby Sterco Digitex"
h4,Dec-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Oct-24,
h4,Sep-24,
h4,Sep-24,
h4,Aug-24,
h4,Aug-24,
h1,Prof. Anil Kumar D BAssistant Professor,School of Electrical and Electronics Engineering
h2,Browse by Faculty,
h2,Admission Helplines,
h2,Why REVA,
h2,Login,
h2,Membership,
h2,Internationalization,
h2,Careers,
h2,Alumni,
h2,Contact,
h2,Entrepreneurship,
h2,Happenings,
h2,University E-Resources,
h2,Others,
h2,Faculty Profile,
h2,Grievance Redressal,
